InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,GrossRevenue,DiscountAmount,NetRevenue,TotalOrderValue,Year,Month,YearMonth
659268,SKU_1581,Blue Pen,38,2022-10-15 00:00:00,71.89,70280,Spain,0.31,PayPal,6.09,Furniture,Online,Not Returned,FedEx,Berlin,High,2731.82,846.8642000000001,1884.9558000000002,1891.0458,2022,10,2022-10
885345,SKU_1793,Blue Pen,20,2022-10-15 01:00:00,88.87,41109,Germany,0.31,PayPal,29.6,Furniture,In-store,Not Returned,FedEx,Rome,Low,1777.4,550.994,1226.406,1256.0059999999999,2022,10,2022-10
699278,SKU_1506,Desk Lamp,24,2022-10-15 02:00:00,97.11,72336,Australia,0.36,Bank Transfer,12.71,Electronics,Online,Not Returned,Royal Mail,Rome,Low,2330.64,839.0303999999999,1491.6096,1504.3196,2022,10,2022-10
270632,SKU_1569,Office Chair,32,2022-10-15 03:00:00,2.42,54923,Sweden,0.0,Bank Transfer,24.61,Furniture,Online,Not Returned,Royal Mail,Rome,Low,77.44,0.0,77.44,102.05,2022,10,2022-10
371698,SKU_1328,Headphones,26,2022-10-15 04:00:00,51.48,63229,Australia,0.46,Credit Card,29.19,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium,1338.48,615.7008000000001,722.7792,751.9692,2022,10,2022-10
977481,SKU_1690,USB Cable,2,2022-10-15 05:00:00,6.74,60841,Sweden,0.03,Credit Card,22.11,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,High,13.48,0.4044,13.0756,35.1856,2022,10,2022-10
600223,SKU_1983,Desk Lamp,13,2022-10-15 06:00:00,69.15,43239,Spain,0.3,PayPal,10.94,Accessories,In-store,Not Returned,DHL,Rome,High,898.95,269.685,629.2650000000001,640.2050000000002,2022,10,2022-10
277059,SKU_1307,USB Cable,3,2022-10-15 07:00:00,6.93,59070,Sweden,0.03,Bank Transfer,29.62,Stationery,In-store,Not Returned,UPS,Berlin,Medium,20.79,0.6236999999999999,20.1663,49.7863,2022,10,2022-10
786345,SKU_1221,Wall Clock,39,2022-10-15 08:00:00,12.88,49161,Portugal,0.18,Bank Transfer,23.27,Electronics,In-store,Returned,UPS,Paris,Medium,502.32000000000005,90.41760000000001,411.90240000000006,435.17240000000004,2022,10,2022-10
148167,SKU_1655,T-shirt,36,2022-10-15 09:00:00,63.51,35042,Netherlands,0.15,Bank Transfer,28.93,Electronics,In-store,Not Returned,FedEx,Paris,Medium,2286.36,342.954,1943.4060000000002,1972.3360000000002,2022,10,2022-10
347605,SKU_1815,Wireless Mouse,12,2022-10-15 10:00:00,5.96,23965,United Kingdom,0.38,Credit Card,7.27,Stationery,In-store,Not Returned,DHL,Rome,Low,71.52,27.177599999999998,44.3424,51.612399999999994,2022,10,2022-10
795788,SKU_1026,T-shirt,27,2022-10-15 11:00:00,85.9,38329,Portugal,0.38,Bank Transfer,17.41,Accessories,In-store,Not Returned,DHL,Paris,High,2319.3,881.3340000000001,1437.9660000000001,1455.3760000000002,2022,10,2022-10
429382,SKU_1672,Wall Clock,14,2022-10-15 12:00:00,8.99,23734,Italy,0.3,Credit Card,24.24,Electronics,Online,Not Returned,UPS,Amsterdam,High,125.86,37.757999999999996,88.102,112.342,2022,10,2022-10
346150,SKU_1150,Headphones,10,2022-10-15 13:00:00,70.28,29564,Netherlands,0.27,Bank Transfer,26.66,Accessories,Online,Not Returned,DHL,Paris,High,702.8,189.756,513.044,539.704,2022,10,2022-10
818083,SKU_1172,Notebook,41,2022-10-15 14:00:00,94.51,15996,Portugal,0.21,Credit Card,20.46,Stationery,Online,Not Returned,Royal Mail,Berlin,High,3874.9100000000003,813.7311000000001,3061.1789000000003,3081.6389000000004,2022,10,2022-10
117038,SKU_1722,Backpack,38,2022-10-15 15:00:00,84.53,72597,Germany,0.21,PayPal,11.62,Accessories,In-store,Not Returned,DHL,Berlin,Low,3212.14,674.5494,2537.5906,2549.2106,2022,10,2022-10
515435,SKU_1867,Backpack,12,2022-10-15 16:00:00,55.9,36416,Norway,0.39,Bank Transfer,18.2,Accessories,Online,Not Returned,DHL,Paris,Medium,670.8,261.61199999999997,409.188,427.388,2022,10,2022-10
913829,SKU_1978,Notebook,40,2022-10-15 17:00:00,87.23,77351,United States,0.44,Credit Card,5.25,Electronics,Online,Not Returned,DHL,Berlin,Low,3489.2000000000003,1535.248,1953.9520000000002,1959.2020000000002,2022,10,2022-10
174491,SKU_1021,Headphones,11,2022-10-15 18:00:00,94.73,22196,Portugal,0.28,Credit Card,12.89,Stationery,In-store,Not Returned,FedEx,Rome,High,1042.03,291.76840000000004,750.2615999999999,763.1515999999999,2022,10,2022-10
653890,SKU_1809,White Mug,2,2022-10-15 19:00:00,36.52,55038,Italy,0.35,Bank Transfer,18.33,Stationery,In-store,Not Returned,UPS,Rome,Low,73.04,25.564,47.476000000000006,65.80600000000001,2022,10,2022-10
678759,SKU_1876,Desk Lamp,31,2022-10-15 20:00:00,88.63,17852,United Kingdom,0.07,PayPal,16.99,Electronics,In-store,Returned,Royal Mail,Berlin,Medium,2747.5299999999997,192.3271,2555.2028999999998,2572.1928999999996,2022,10,2022-10
817510,SKU_1544,Office Chair,10,2022-10-15 21:00:00,51.79,63255,Norway,0.46,Bank Transfer,26.83,Stationery,Online,Not Returned,Royal Mail,Berlin,Low,517.9,238.234,279.66599999999994,306.4959999999999,2022,10,2022-10
983513,SKU_1620,Blue Pen,45,2022-10-15 22:00:00,96.28,87307,Portugal,0.43,Credit Card,17.38,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium,4332.6,1863.018,2469.5820000000003,2486.9620000000004,2022,10,2022-10
647404,SKU_1393,Notebook,6,2022-10-15 23:00:00,75.87,50798,Australia,0.16,Credit Card,20.71,Furniture,Online,Not Returned,FedEx,Paris,Low,455.22,72.8352,382.38480000000004,403.0948,2022,10,2022-10
368818,SKU_1046,T-shirt,42,2022-10-16 00:00:00,39.26,61393,Netherlands,0.41,Bank Transfer,29.94,Accessories,In-store,Not Returned,DHL,London,High,1648.9199999999998,676.0571999999999,972.8628,1002.8028,2022,10,2022-10
510685,SKU_1607,Blue Pen,22,2022-10-16 01:00:00,68.89,67470,Netherlands,0.49,Bank Transfer,23.59,Stationery,Online,Not Returned,FedEx,Berlin,High,1515.58,742.6342,772.9458,796.5358,2022,10,2022-10
367590,SKU_1124,Wall Clock,47,2022-10-16 02:00:00,40.51,42600,Germany,0.03,Credit Card,20.32,Accessories,Online,Not Returned,Royal Mail,Amsterdam,High,1903.9699999999998,57.11909999999999,1846.8509,1867.1708999999998,2022,10,2022-10
224809,SKU_1334,Wireless Mouse,19,2022-10-16 03:00:00,80.21,35122,Spain,0.25,Credit Card,23.75,Electronics,Online,Not Returned,UPS,Paris,High,1523.9899999999998,380.99749999999995,1142.9924999999998,1166.7424999999998,2022,10,2022-10
626251,SKU_1889,Desk Lamp,47,2022-10-16 05:00:00,58.61,-1,Australia,0.39,Bank Transfer,16.83,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium,2754.67,1074.3213,1680.3487,1697.1787,2022,10,2022-10
470425,SKU_1813,Backpack,27,2022-10-16 06:00:00,1.07,77731,Portugal,0.25,Credit Card,27.96,Stationery,Online,Not Returned,UPS,Berlin,High,28.89,7.2225,21.6675,49.6275,2022,10,2022-10
831362,SKU_1839,Wireless Mouse,28,2022-10-16 07:00:00,39.88,40441,Sweden,0.43,Bank Transfer,22.18,Accessories,In-store,Not Returned,DHL,Paris,Low,1116.64,480.15520000000004,636.4848000000001,658.6648,2022,10,2022-10
782622,SKU_1818,White Mug,10,2022-10-16 08:00:00,46.77,95246,Australia,0.45,Credit Card,14.3,Apparel,In-store,Not Returned,FedEx,Berlin,Medium,467.70000000000005,210.46500000000003,257.235,271.535,2022,10,2022-10
629465,SKU_1536,White Mug,45,2022-10-16 09:00:00,87.75,10470,Portugal,0.44,Credit Card,15.91,Furniture,Online,Not Returned,UPS,Paris,Medium,3948.75,1737.45,2211.3,2227.21,2022,10,2022-10
111160,SKU_1593,Wall Clock,17,2022-10-16 10:00:00,76.5,49984,Italy,0.08,Credit Card,19.21,Stationery,Online,Not Returned,DHL,Amsterdam,Medium,1300.5,104.04,1196.46,1215.67,2022,10,2022-10
465020,SKU_1910,Wall Clock,15,2022-10-16 11:00:00,12.51,15505,United Kingdom,0.44,PayPal,21.04,Accessories,Online,Not Returned,DHL,Rome,Medium,187.65,82.566,105.084,126.124,2022,10,2022-10
107543,SKU_1569,Desk Lamp,43,2022-10-16 12:00:00,26.79,81898,Portugal,0.08,PayPal,29.98,Electronics,In-store,Not Returned,UPS,London,Medium,1151.97,92.1576,1059.8124,1089.7924,2022,10,2022-10
993643,SKU_1954,Notebook,12,2022-10-16 13:00:00,28.37,53032,Netherlands,0.07,Bank Transfer,27.33,Stationery,In-store,Not Returned,FedEx,London,Medium,340.44,23.830800000000004,316.6092,343.93919999999997,2022,10,2022-10
663566,SKU_1537,Backpack,20,2022-10-16 14:00:00,41.08,22712,Spain,0.45,PayPal,22.58,Stationery,In-store,Not Returned,FedEx,London,Low,821.5999999999999,369.71999999999997,451.87999999999994,474.4599999999999,2022,10,2022-10
841195,SKU_1296,USB Cable,16,2022-10-16 15:00:00,68.5,96341,Germany,0.4,Credit Card,20.13,Furniture,Online,Not Returned,UPS,London,Medium,1096.0,438.40000000000003,657.5999999999999,677.7299999999999,2022,10,2022-10
248293,SKU_1043,Blue Pen,47,2022-10-16 16:00:00,76.32,50543,United Kingdom,0.44,Bank Transfer,6.65,Furniture,In-store,Not Returned,UPS,Berlin,Low,3587.0399999999995,1578.2975999999999,2008.7423999999996,2015.3923999999997,2022,10,2022-10
496539,SKU_1596,Desk Lamp,20,2022-10-16 17:00:00,44.06,73579,Sweden,0.47,Bank Transfer,17.0,Stationery,In-store,Not Returned,FedEx,Berlin,Medium,881.2,414.164,467.03600000000006,484.03600000000006,2022,10,2022-10
938537,SKU_1021,Wireless Mouse,27,2022-10-16 18:00:00,95.53,81259,Australia,0.24,Credit Card,19.85,Stationery,Online,Not Returned,Royal Mail,Rome,Low,2579.31,619.0344,1960.2756,1980.1255999999998,2022,10,2022-10
338913,SKU_1877,Notebook,22,2022-10-16 19:00:00,59.73,56168,Australia,0.29,Credit Card,7.97,Stationery,Online,Not Returned,UPS,Paris,High,1314.06,381.07739999999995,932.9826,940.9526000000001,2022,10,2022-10
438295,SKU_1225,Backpack,27,2022-10-16 20:00:00,43.56,32370,Belgium,0.49,Bank Transfer,26.57,Electronics,Online,Not Returned,UPS,London,Low,1176.1200000000001,576.2988,599.8212000000001,626.3912000000001,2022,10,2022-10
880268,SKU_1548,Backpack,13,2022-10-16 21:00:00,18.55,60690,Italy,0.45,PayPal,22.22,Apparel,Online,Not Returned,Royal Mail,Amsterdam,High,241.15,108.5175,132.6325,154.8525,2022,10,2022-10
429112,SKU_1373,Wireless Mouse,5,2022-10-16 22:00:00,89.14,70501,United States,0.31,PayPal,6.78,Accessories,Online,Not Returned,Royal Mail,Berlin,High,445.7,138.167,307.533,314.313,2022,10,2022-10
861319,SKU_1612,Office Chair,17,2022-10-16 23:00:00,82.51,45696,France,0.03,Credit Card,13.83,Furniture,Online,Not Returned,DHL,Rome,Low,1402.67,42.0801,1360.5899000000002,1374.4199,2022,10,2022-10
950262,SKU_1653,Notebook,34,2022-10-17 00:00:00,10.15,83704,Germany,0.35,Bank Transfer,26.39,Apparel,Online,Not Returned,FedEx,Berlin,Medium,345.1,120.785,224.31500000000003,250.70500000000004,2022,10,2022-10
960399,SKU_1003,Notebook,22,2022-10-17 01:00:00,52.01,-1,Germany,0.47,Credit Card,12.32,Stationery,Online,Not Returned,DHL,Amsterdam,Low,1144.22,537.7834,606.4366,618.7566,2022,10,2022-10
239402,SKU_1023,Backpack,30,2022-10-17 02:00:00,68.58,64376,Sweden,0.4,PayPal,9.33,Furniture,In-store,Returned,UPS,Rome,High,2057.4,822.96,1234.44,1243.77,2022,10,2022-10
275225,SKU_1961,Wall Clock,3,2022-10-17 03:00:00,91.57,85662,Belgium,0.35,Credit Card,16.84,Furniture,Online,Not Returned,FedEx,London,Low,274.71,96.14849999999998,178.5615,195.4015,2022,10,2022-10
895043,SKU_1702,T-shirt,7,2022-10-17 04:00:00,11.09,67445,United States,0.03,Credit Card,22.5,Stationery,Online,Not Returned,DHL,Amsterdam,Low,77.63,2.3289,75.30109999999999,97.80109999999999,2022,10,2022-10
376016,SKU_1832,Wall Clock,49,2022-10-17 05:00:00,97.39,14571,Belgium,0.32,Credit Card,12.32,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low,4772.11,1527.0752,3245.0347999999994,3257.3547999999996,2022,10,2022-10
935887,SKU_1321,White Mug,15,2022-10-17 06:00:00,76.6,50134,Norway,0.09,Credit Card,5.27,Apparel,Online,Not Returned,UPS,Rome,Low,1149.0,103.41,1045.59,1050.86,2022,10,2022-10
921362,SKU_1780,Backpack,7,2022-10-17 07:00:00,46.77,45856,Germany,0.41,PayPal,10.71,Stationery,In-store,Not Returned,FedEx,Berlin,High,327.39000000000004,134.22990000000001,193.16010000000003,203.87010000000004,2022,10,2022-10
958454,SKU_1538,Backpack,3,2022-10-17 08:00:00,42.46,54835,Belgium,0.02,PayPal,29.59,Electronics,In-store,Not Returned,FedEx,Paris,Low,127.38,2.5476,124.83239999999999,154.42239999999998,2022,10,2022-10
162714,SKU_1371,Desk Lamp,29,2022-10-17 09:00:00,24.04,31001,France,0.03,Credit Card,11.25,Accessories,In-store,Not Returned,DHL,London,Low,697.16,20.9148,676.2452,687.4952,2022,10,2022-10
749194,SKU_1592,USB Cable,6,2022-10-17 10:00:00,24.53,70333,Portugal,0.01,Credit Card,18.19,Electronics,Online,Returned,FedEx,Amsterdam,Low,147.18,1.4718,145.7082,163.8982,2022,10,2022-10
470866,SKU_1632,Blue Pen,49,2022-10-17 11:00:00,49.75,75297,Spain,0.0,Credit Card,5.24,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium,2437.75,0.0,2437.75,2442.99,2022,10,2022-10
953136,SKU_1364,Headphones,27,2022-10-17 12:00:00,62.76,36094,Belgium,0.03,PayPal,7.45,Stationery,Online,Not Returned,FedEx,Paris,Medium,1694.52,50.8356,1643.6844,1651.1344000000001,2022,10,2022-10
100415,SKU_1912,T-shirt,1,2022-10-17 13:00:00,22.7,47573,United Kingdom,0.09,Credit Card,26.13,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium,22.7,2.0429999999999997,20.657,46.787,2022,10,2022-10
700729,SKU_1068,Backpack,49,2022-10-17 14:00:00,42.3,20765,Netherlands,0.06,PayPal,25.82,Electronics,Online,Not Returned,DHL,Rome,High,2072.7,124.36199999999998,1948.3379999999997,1974.1579999999997,2022,10,2022-10
736024,SKU_1471,USB Cable,34,2022-10-17 15:00:00,35.28,24921,United States,0.25,PayPal,21.87,Furniture,In-store,Not Returned,UPS,Berlin,High,1199.52,299.88,899.64,921.51,2022,10,2022-10
695067,SKU_1504,Wall Clock,8,2022-10-17 16:00:00,77.71,24207,Belgium,0.3,Bank Transfer,16.25,Apparel,In-store,Not Returned,DHL,Amsterdam,Low,621.68,186.504,435.17599999999993,451.42599999999993,2022,10,2022-10
847916,SKU_1312,USB Cable,47,2022-10-17 17:00:00,58.17,14365,Sweden,0.37,Credit Card,11.28,Furniture,Online,Not Returned,FedEx,Rome,Medium,2733.9900000000002,1011.5763000000001,1722.4137,1733.6937,2022,10,2022-10
974876,SKU_1071,Wireless Mouse,25,2022-10-17 18:00:00,9.64,16284,United Kingdom,0.07,Bank Transfer,9.96,Furniture,Online,Not Returned,DHL,Rome,Low,241.0,16.87,224.13,234.09,2022,10,2022-10
204448,SKU_1245,Headphones,15,2022-10-17 19:00:00,58.4,15168,Sweden,0.01,PayPal,14.7,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,876.0,8.76,867.24,881.94,2022,10,2022-10
372032,SKU_1757,Wall Clock,38,2022-10-17 20:00:00,98.49,38069,Germany,0.42,Bank Transfer,28.65,Apparel,In-store,Not Returned,Royal Mail,Berlin,High,3742.62,1571.9004,2170.7196,2199.3696,2022,10,2022-10
276371,SKU_1764,USB Cable,11,2022-10-17 21:00:00,17.34,11022,United States,0.14,Bank Transfer,19.98,Accessories,Online,Not Returned,FedEx,Paris,Medium,190.74,26.703600000000005,164.03640000000001,184.0164,2022,10,2022-10
224790,SKU_1875,Blue Pen,9,2022-10-17 22:00:00,38.21,85240,United Kingdom,0.01,PayPal,29.67,Furniture,In-store,Not Returned,Royal Mail,Rome,Low,343.89,3.4389,340.4511,370.1211,2022,10,2022-10
683053,SKU_1072,Desk Lamp,27,2022-10-17 23:00:00,23.11,61751,Australia,0.01,Credit Card,15.85,Apparel,Online,Not Returned,DHL,London,High,623.97,6.2397,617.7303,633.5803000000001,2022,10,2022-10
293786,SKU_1785,T-shirt,13,2022-10-18 00:00:00,6.91,16308,Netherlands,0.24,PayPal,16.51,Furniture,Online,Not Returned,UPS,Rome,Low,89.83,21.559199999999997,68.27080000000001,84.78080000000001,2022,10,2022-10
959434,SKU_1690,Headphones,11,2022-10-18 02:00:00,68.49,71648,Belgium,0.4,Credit Card,18.26,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High,753.39,301.356,452.034,470.294,2022,10,2022-10
442775,SKU_1863,White Mug,35,2022-10-18 03:00:00,28.27,44837,Italy,0.15,Credit Card,29.24,Electronics,In-store,Not Returned,FedEx,Rome,Medium,989.4499999999999,148.4175,841.0324999999999,870.2724999999999,2022,10,2022-10
625608,SKU_1039,Wireless Mouse,44,2022-10-18 04:00:00,72.42,53134,Spain,0.17,Bank Transfer,6.62,Electronics,In-store,Returned,Royal Mail,Rome,High,3186.48,541.7016000000001,2644.7784,2651.3984,2022,10,2022-10
408176,SKU_1038,USB Cable,23,2022-10-18 05:00:00,45.15,71811,Germany,0.24,Bank Transfer,14.92,Accessories,Online,Not Returned,FedEx,London,Medium,1038.45,249.228,789.222,804.1419999999999,2022,10,2022-10
702051,SKU_1055,Notebook,21,2022-10-18 06:00:00,21.37,49312,Sweden,0.11,PayPal,8.79,Accessories,In-store,Not Returned,Royal Mail,London,Low,448.77000000000004,49.364700000000006,399.4053,408.19530000000003,2022,10,2022-10
400146,SKU_1884,Headphones,28,2022-10-18 07:00:00,79.34,80973,United States,0.15,Credit Card,10.1,Electronics,In-store,Not Returned,Royal Mail,London,Medium,2221.52,333.228,1888.292,1898.3919999999998,2022,10,2022-10
538054,SKU_1744,Office Chair,7,2022-10-18 08:00:00,58.97,10449,Norway,0.28,Credit Card,11.75,Stationery,Online,Not Returned,FedEx,Paris,Medium,412.78999999999996,115.5812,297.2088,308.9588,2022,10,2022-10
663200,SKU_1565,Notebook,13,2022-10-18 09:00:00,46.25,50440,United States,0.34,PayPal,18.02,Stationery,In-store,Not Returned,UPS,Berlin,Low,601.25,204.425,396.825,414.84499999999997,2022,10,2022-10
362696,SKU_1171,White Mug,31,2022-10-18 10:00:00,40.71,48722,Portugal,0.43,Credit Card,22.24,Accessories,Online,Returned,Royal Mail,Paris,Medium,1262.01,542.6643,719.3457,741.5857,2022,10,2022-10
644428,SKU_1301,Notebook,35,2022-10-18 11:00:00,14.93,96915,Sweden,0.48,Credit Card,26.85,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,522.55,250.82399999999996,271.726,298.576,2022,10,2022-10
185591,SKU_1927,Office Chair,17,2022-10-18 12:00:00,5.89,53320,Norway,0.33,Bank Transfer,14.36,Electronics,Online,Not Returned,FedEx,Berlin,High,100.13,33.0429,67.08709999999999,81.44709999999999,2022,10,2022-10
657655,SKU_1431,T-shirt,22,2022-10-18 14:00:00,35.42,18153,Australia,0.45,PayPal,22.73,Furniture,In-store,Not Returned,DHL,Berlin,Medium,779.24,350.658,428.582,451.312,2022,10,2022-10
311706,SKU_1700,USB Cable,10,2022-10-18 15:00:00,49.92,59086,Belgium,0.43,PayPal,29.95,Apparel,Online,Not Returned,UPS,Paris,High,499.20000000000005,214.656,284.54400000000004,314.494,2022,10,2022-10
648349,SKU_1961,Notebook,16,2022-10-18 16:00:00,58.04,18054,United States,0.14,Credit Card,12.42,Stationery,In-store,Not Returned,DHL,Paris,High,928.64,130.0096,798.6304,811.0504,2022,10,2022-10
458734,SKU_1933,Headphones,37,2022-10-18 17:00:00,21.53,31162,Australia,0.28,PayPal,26.04,Stationery,Online,Returned,DHL,Amsterdam,Medium,796.61,223.05080000000004,573.5591999999999,599.5991999999999,2022,10,2022-10
928556,SKU_1554,Headphones,6,2022-10-18 18:00:00,30.32,75346,Netherlands,0.39,Credit Card,29.25,Apparel,Online,Not Returned,DHL,Berlin,High,181.92000000000002,70.9488,110.97120000000001,140.2212,2022,10,2022-10
584331,SKU_1003,T-shirt,12,2022-10-18 19:00:00,50.32,15160,Netherlands,0.23,PayPal,8.47,Electronics,In-store,Not Returned,UPS,Rome,Medium,603.84,138.88320000000002,464.95680000000004,473.42680000000007,2022,10,2022-10
495198,SKU_1260,Office Chair,1,2022-10-18 20:00:00,24.55,24183,Belgium,0.26,PayPal,16.28,Apparel,Online,Not Returned,DHL,Rome,High,24.55,6.383,18.167,34.447,2022,10,2022-10
992566,SKU_1996,Office Chair,16,2022-10-18 21:00:00,81.43,64439,France,0.21,PayPal,18.85,Stationery,Online,Not Returned,DHL,Berlin,Medium,1302.88,273.6048,1029.2752,1048.1252,2022,10,2022-10
922197,SKU_1880,Blue Pen,34,2022-10-18 22:00:00,54.95,-1,Portugal,0.24,PayPal,20.9,Stationery,In-store,Not Returned,Royal Mail,Unknown,High,1868.3000000000002,448.39200000000005,1419.9080000000001,1440.8080000000002,2022,10,2022-10
444750,SKU_1569,Headphones,37,2022-10-18 23:00:00,36.83,85139,Germany,0.2,Bank Transfer,27.03,Electronics,In-store,Not Returned,UPS,London,Low,1362.71,272.54200000000003,1090.1680000000001,1117.198,2022,10,2022-10
982854,SKU_1548,Backpack,27,2022-10-19 00:00:00,37.16,27313,United States,0.38,Credit Card,29.67,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium,1003.3199999999999,381.2616,622.0583999999999,651.7283999999999,2022,10,2022-10
734198,SKU_1409,Backpack,5,2022-10-19 01:00:00,52.7,53058,Australia,0.47,Credit Card,10.16,Electronics,In-store,Not Returned,FedEx,London,Low,263.5,123.845,139.655,149.815,2022,10,2022-10
941113,SKU_1746,Wall Clock,19,2022-10-19 02:00:00,49.98,37876,Norway,0.23,Credit Card,22.9,Apparel,Online,Not Returned,UPS,Berlin,Low,949.6199999999999,218.4126,731.2073999999999,754.1073999999999,2022,10,2022-10
948781,SKU_1264,White Mug,11,2022-10-19 03:00:00,33.23,62054,France,0.46,Credit Card,22.93,Accessories,In-store,Not Returned,FedEx,Rome,Low,365.53,168.1438,197.38619999999997,220.31619999999998,2022,10,2022-10
724351,SKU_1014,Blue Pen,37,2022-10-19 04:00:00,32.53,53534,France,0.46,Bank Transfer,9.16,Accessories,In-store,Not Returned,DHL,Berlin,High,1203.6100000000001,553.6606,649.9494000000001,659.1094,2022,10,2022-10
163474,SKU_1087,Backpack,43,2022-10-19 05:00:00,36.4,25350,Netherlands,0.19,PayPal,5.74,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium,1565.2,297.38800000000003,1267.812,1273.552,2022,10,2022-10
784873,SKU_1983,Headphones,11,2022-10-19 06:00:00,41.75,64173,Belgium,0.13,PayPal,18.46,Stationery,Online,Not Returned,Royal Mail,London,Low,459.25,59.7025,399.5475,418.0075,2022,10,2022-10
909024,SKU_1098,Headphones,8,2022-10-19 07:00:00,43.21,13421,Italy,0.01,Bank Transfer,15.81,Furniture,Online,Returned,DHL,Paris,Low,345.68,3.4568000000000003,342.2232,358.0332,2022,10,2022-10
474340,SKU_1616,White Mug,16,2022-10-19 08:00:00,23.73,81935,Germany,0.2,Bank Transfer,17.76,Apparel,In-store,Not Returned,FedEx,Paris,Low,379.68,75.936,303.744,321.504,2022,10,2022-10
910050,SKU_1216,Blue Pen,31,2022-10-19 09:00:00,69.11,43445,Belgium,0.09,Credit Card,14.61,Stationery,Online,Not Returned,DHL,Berlin,Medium,2142.41,192.81689999999998,1949.5930999999998,1964.2030999999997,2022,10,2022-10
151632,SKU_1409,Blue Pen,11,2022-10-19 10:00:00,90.5,62820,Italy,0.17,PayPal,19.39,Furniture,Online,Not Returned,Royal Mail,Berlin,High,995.5,169.235,826.265,845.655,2022,10,2022-10
